text,label
untung na indonesia macarakat ka kamo tepe gam hana got akai sou hana rindu kenagro merdeka tpih pekianat dlam nagro,neutral
gobnyan teungoh meurunoe meuen gitar bak watee luang,positive
kiban kamedebat ban keuh kapegah haba,neutral
hanamepu pegah pegot kakho mantong bak yotube nyobit ka neut mebut peluru kendali kablo lapuwo keno me boh,neutral
pue ta ploh haba ngon ngeut hek ta peu tuk tuk teutap buet droe ih,neutral
keren bang,positive
dum geupumaju peundidekan,positive
penciptanya kencang that ulee lirik liriknya bikin meuaseek ulee goodjob aduen aduen apache,positive
ek puko mageuh dum pegah target merdeka kbn cra merdeka gon partai ek puko an kon cok partai gon jabatan lam capok pertiwi taculok leh an lake merdeka susah ih pehan indonesia nyo kon pegah merdeka tp aweuk gop mat,negative
jaii that kih tgk nyan jak let lemo keudeh haba meujampu bahsa,negative
bereh sang lawet nyoe,positive
nit ureng aceh ribe droe yg lawan penjajah,neutral
nyan butoi tgk eee,neutral
peu le bahas aceh pubut,neutral
mebut rakan,neutral
prak nyo prak a hrefhttpjeh pajeh paa,negative
nyn keuh nyn bijeeh ie boh watee dom uroe jeuh,negative
nyan abu laot peueugah dum ma jih peugah,neutral
hanabut mitabut mita desyajariah,neutral
mantap wabub apam dibulan rakjab melestarikan budaya brbak buleun rakjab geutanyoe teot apambrtalestarikan budaya bangsabrmari geutanyoe tapeutahankanbrbudaya teot apam bek gadeh nama,positive
hai meran munafik kah payah seumano ngon ibohkrut ile haisare,negative
ek boh,negative
nyan poleem hanjeut keu saboh bukti bangai meuteugom,negative
menyerah alah hai paak,neutral
polo nyang galak jak meurateueb,positive
ditimur ka,neutral
oeh muat video beuna vol,neutral
diluwa naggroe kalheueh jilakee meuah,positive
nyan kalon seniman aceh super kreatif modern tp membumi apache dst beubagah kaya awak droekeuh amin,positive
nyan baro ureung careung lanjutkan sultan fazlon muda,positive
peu ka peugah boh yah kah,negative
lontei asei capok na tebai gdoeh jok capok rt agam,negative
ngon dum manek nyang that ceudah bak mata,positive
indonesia awak seumah limoeng boeh tuhan negara konoha sandiwara,neutral
cang nyoe cang jeh yak rah ek kedeh leh bandua keh bek kubloh bak mareh keh entk,neutral
hawa lom sunami sang aceh konser ipuduk let kedeh but lagenya,neutral
rakyat ban sigom aceh insyaallah dipilkada bustami tgk padhil rahmi salam masyarakat pantai barat selatan aceh hidup rakyat aceh,neutral
nyoe ase hanjeut woe gampoeng le brbrmenyoe woe mate sang jih,negative
bui sugot,negative
beresss kali apache,positive
hai gam puko ku boh kemah ma haram jadah,negative
semangat adun,positive
mantap jiwa aceh full,positive
udh takdir aceh nkri nyan,neutral
bek katem meu prang lom hai cedara lon habe mate awak aceh hana hase bak rakyat tanyo yg na hase droe jih mantong tanyo rakyat com aneuh beudeh mantong,neutral
hahaa mantap apache bereh bereh,positive
saboh kk jt,neutral
nyan top ule pakon lagenyan peumale awak aceh mantong lage agama blah deh,neutral
meunyow lagenyan tng neupeugah haba drow kon tng cocok drowneuh israel hideh,neutral
rusak that ureng aceh bui pungo bak mita peng,negative
lanjutkan jue bg nasir usman perjuangan jue droeneuh,neutral
aceh hana sapu pakat lebrpreh saboh aceh nabrsaling bunuh membunuh sabe bansa aceh prang cumbuk allah hu akbar,negative
ateuh gareh geupeugah le tgk fadlon,neutral
meu seuot sambot dum pujoe keu panglima,positive
jak droe neuh ileee ju,neutral
sou pugah mualim menang nyan urueng pungou pugah mualim menang nyan,negative
nyan syekhy gaji tangan ri lage din minimi,negative
sepp jaaiiii kaa wahabiii acehhh ciee pemerintahhh puuu berreeehhh nyann haiii anccoo kaa acehhh,neutral
hai bui pue ka prak makeuh,negative
daerah aceh meugah deungon ladom nan aceh seuramoe mekkah,positive
meunyeu hana neulet lonte diaceh anco syariat islam diaceh,negative
abeh batre ta dengoe haba hna lge nyoe neuwo u aceh lawan ri na beuhe roneuh gadoh peugah deka but tan meusaboh,negative
nyan pupakat pabulau aceh brke awak jawa bah lie pengkah,negative
aceh karab mardeka hanapayah muprang peugleh hate bandum peutoudroe ngon allah,positive
ken tupung hai tepung brat ge,neutral
slh sinong nyan mnyoe meu lagu joget bawa agama,positive
ken mandum shehki nyan,neutral
eek booh poo ka hana bie peeng lee meragukan,negative
awak beu e kerja nyan,neutral
angkeuh nyoe uleu beu mate ranteng bek patah nyoe momen keu bangsa aceh pbb ijak u aceh beudoeh bangsa aceh coek sikap ateuh hak hak aceh merdeka,negative
hyeu that,neutral
jroeh merdeka,neutral
alham dulillah tgk tapeubedeh beu lage awai tabang ket lom semoga tercapai amin,neutral
hawa prang teubuie ulua deh bek ino didalam nyaweng ureung aceh abeh dum,positive
ya allah neubie ya allah muallem laknatillah terkutuk penghuni neraka jahannam kalah hidup negara aceh darussalam,negative
pukapugah gam,neutral
hai tungku dro neuh koen aceh,neutral
sang sinong nyoe na culok boh lee si imra aneu bajeung aneuk buy nyan awak pidie malasia beugeh that keu bui nya kheun pidie pki ka pike bacut hay nong boneng aneuk bjeung,negative
tuntut referendom laju bek pike yg laen nyoe kesempatan,neutral
berehhhhh hudep aceh merdeka beutedong konstitusi kanun meukuta alam alasyi alquran alhadis ijam qias,neutral
bangai sigam nyo mantong buta sejarah,negative
jak gata sidro tengku brkamo bah irumoh manteng,positive
hahaha awak ri ka meudawa merebut keu jabatan jawa awak pa pih na konser bak kompanyo,negative
gampong peulanteu tgk kcmtn bubon,neutral
inong hana adap,negative
hai ho neuh mandum lam agama chit geunyue pelara lidah bek lepah lepah that su,neutral
bek neupateh yan kamoe teutab pa bg,neutral
mualem utak pengkhianat bangsa aceh brka pileh lom,negative
saboek rukok teuk,neutral
mantap lumoh anuek muda haha,positive
berehhh cukop santai easy listening,positive
assalamualaikom abu chik ureng gasin,negative
sukses rekanrekan muda nanggroe maju berkarya,positive
pue i pgah chekhy bui nyan ma jih nyan jih iduk mntog lam keunapiet jawa nyan wtei ka lgei nyoe ka raya hba chekhy asei nyan wtei prang i jalet ma jih,negative
kamo aceh habangai le hai cyeki haba droneh syeki ureng bangai han ek idenge,neutral
tujuan tgk hanif ifadlon seki p a bek udep aceh mangat gepe anco aceh but getnyan,negative
pungo garahana mekawen ka jitenak ulama abu syik buy,negative
peu kapegah sigam sareok nyan,negative
iyo keu mate harga bak tanoh,neutral
abu syek puko ma nyo peu ilai awa parang peu ila kwo keuno ma ka gob oek yg na raya cit meusu keuno wo hana katukre hai asai kah lon kon gam hantoeng geu memakai adun,negative
ate lagenyo nyan kon ka teulah keuh,neutral
bereh mualem pidato bereh,positive
kop brat hw kuh chit ku neuk balah awak nyan,neutral
pendukung pa hna deuh go bak komentar,neutral
malek mahmut mualem pephampo aceh peugasin aceh peurusak budaya aceh agama peungacau pikiran bangsa aceh,negative
mantap aceh,positive
bertegkar aceh merdeka,neutral
polempap ka meurudok bak broet jawa nyan,negative
sonan si gam keun ulama brnyan aneuk budee tapasoe lam otak sineuk aneuk bajeng ulama dum abu ka jiejeut keun than munafek ka aneuh bijeuh boh paleh,neutral
nyan beutoi abusyik,neutral
kiban meuran ngen abu kupi kajeut kajak papma keuh lheuh kalake poh gop igerentak balek ka yeo keh alahai sarok bajeungbrehh ngen kupi kajak pe selesai mangat itrom keh le abu kupi,negative
lagu nyo bereh vidio klip nya ngen ank mit bereh kompak,positive
nyo ulok hana adab yg po canel ka ijak peuadu domba ulama ngoen masyarakat biet hana akai,neutral
betoi abu chik,neutral
bak awak pa hana pu neujak peugah aceh merdeka nanggroe awak pa yg hadang aceh merdeka wate takalon awak pa ka jilop darah jawa,negative
menyala abangda,positive
hai bangai teken helsinki menyerah bendera rekayasa malek mahmud,negative
mate ma ngon yah si fadlon nyan hana payah peu yu smbahyang mayet bak tgk dayah,negative
oh takalen jino bak yutub jino yutuber aceh male oh tanonton male teuh njanna cit teumeunak male oh tadeunge peu hana bahasa laen yng sopan,positive
kalahe lom aneuk kafe diaceh,negative
betoi abu syik,neutral
saba,neutral
beu get tgk beh brbek dawa jagalah kebaikan,positive
lumpo cet langet,neutral
nyo baro lagu aceh ken lagee bergek caplak lagu gop,positive
ek na saket,negative
bangai that kah logo gam pukp,negative
betoe,neutral
mantap lagunya bang,positive
gam pasukan tiktok,negative
alah get that gampong nyoe bah kujak bacut treuk,positive
awak tanyoe cukop mangat diprovokasi,positive
desa punteuet sawang,neutral
taufik ka wo didayah,neutral
meugah nibak saboh bansa,positive
bek brok sangka keu ulama bang ulama hana pungo keuharta beugleih hate tanyoe beu saket hate takalon ulama eik moto fasilitas lom brnyan yg na lam pikiran tanyoe keun mandum,positive
assalamualaikum buetoi tgk cot,neutral
bereh nyan nyo cewek cina jeh,positive
bek kamelumpoi ileu kasi kalon na nyata pue yg kadi pegah,neutral
yng inong pungoe agam chit ka goe putoh rante pasong,negative
ka yu pu ow bedee ie keudeh bek leu geulumpo,neutral
pat ie boh kah,negative
apache bagah neu peu tubit lagu roneuh hy,neutral
gara gara awak kah male awak awak aceh laen binatang bit tan utak,negative
lon masyarakat siab ikoet prjngan nyengbek peusalah si a dn si b tangjaweub,positive
pu peugah tuha nyan,negative
lheu that ek minyek ka prang kah plunh,negative
alahom pokok jih apache top markotop,positive
eseukanda muda ka lheueh neuba aceh keu puncak keumeugahan,positive
mualem palimang tibang ha muke perjanjian hasa saleh tanah tna alis beusodo abeh nya jak kocok boh uele,negative
hanjeut pgh bak urg na ilmee bak urg pungoe pkon hnjt,negative
menyeu pemimpin banggai chit hana diharga leu gob muzakir manaf nyan dihargai leu kelompok droe ieh agai,negative
bek ceehcooh dilee,neutral
caci ulama ulama ka ge jak pe get par tai ter pe cah belah ulama ka salah,negative
perjuangkan bangsa hy aneuk bangsa bek ta peupunah perjuangan,neutral
tentara hana kanto bangai,negative
padum usia tgk ka,neutral
nyan keun le geut aja long nyan geuneuk poh mate santri nyan,neutral
keuturonan raja nyang na keuleubehan ngon keumuliaan,positive
nyang rot ombus mean loen bangs aceh,neutral
pue ka kahah ikah ek boh keuh aju tgk nasir droeneuh bek goyang nyen sigam nyan,negative
awien haha sadap,positive
kapalo,neutral
kha merah kha carong bacut,neutral
meuyo hase bumoe aceh manteung le goeb aceh goeh loem merdeka,neutral
yg nama nya urg paleh na yg bela wlopun inong keudeh,negative
peu got video haba bangai male bangsa aceh sabe dawa,negative
meudawa jeut tapih bek sampe geutanyoe menghina cipta allah,positive
aneuk manyak bangai kabeh meusapat bak tik tok,negative
blo bude lom nele aju,neutral
keupeu ta muprang lom tenaga hana lee nyoe kiban rakyat bek sensara ciptakan lapangan kerja hidupkan umkm rakyat pecah belah karna pabrmna hak aceh hase aceh listrik minyak gas tambang batu bara nya angkut,positive
hana peunawa bak musoh hana peunetoh bak penjajah,neutral
keren suaranya mantap kreatifbereh bereh,positive
pu ka geu ap tgk nyan,negative
lagu seun seun bacut mekeusut karab hase ji preh preh ulama teuget ubeut beut jipleu gambe hhhhhj,neutral
bek leo that haba acehnyo indonesia,positive
awak suak,neutral
klo hrus coblos coblos calon hana sah suara,neutral
baikot pemilu hana gubernur pih hanapue,negative
meunankeuh jroh hubongan raja cina,positive
allah hu akbar saleum keu tgk zakaria,neutral
bereh tgk buetoe,positive
alah brpikiran batok boeh u mandum,negative
bek panik kopi zero,neutral
jeut keu motivasi khusus jih mahasiswa smester,positive
perte awak kah pejuang nyan keuh lagenyoe phak aceh,neutral
insya allah aceh merdeka,neutral
cukop mangat laguu,positive
jinoe rame tungku geujak u jakarta geujak peubeutoi mandum haba penguasa geujak deungoe intruksi penguasa mangat bagah cair proposal yg geuba,negative
pubut pbb u aceh yak kuh u,neutral
mualim nyan kon tengku nyanbrmualim nyan pki yua jokowibruntuk memperpanjang jarou brprabowo nyan,negative
pue kspeugah ma keuh,negative
mandua yih bui,negative
nyang that leupah taritari,positive
awai that awak baje kureng ngon baje coklat lago,neutral
ek punggong brthat raya hba,negative
slow abusyik santai mantong,neutral
cok bendera lipat culok iyub kasoe,neutral
beutoi beutoi beutoi soelee parnas bak mualem ngen bak om bus,neutral
irama dikopi el ipateh hom hai sang hana bantai le rakyat aceh,neutral
ek boh na,negative
lem pap pengkhianat bangsa aceh malek mahmud irwandi antek lamiek jawa nyan,negative
ek bus,negative
hai rijal bek bangai kah chit darah jawa kah,negative
keubit buet gobnyan that meulia,positive
pouka ilei,neutral
leupah gajah ek kayeee nyan,neutral
beutoi mualem pugah hai bangai makasih sejarah ka meurenoe,negative
muslim k o payah jak kemaweu ngon anggota,neutral
beutoi abu chik peu droen neuh peugah,neutral
hhhh mabok kupi,neutral
kamo hana perle bendera yg mualem x nyo gubernur aceh,neutral
meukancah beukah bereh ju,positive
lale peutimang gubernur hna kamoe,negative
hana kupateh nyan cipubut nyo eona bek peugah mantong yg carong ratoh lam media carong yg beretoh babah tok lam medi tip toen dok cang panah,neutral
bek ka tenak ulama hana pat le tameuguru le,positive
apache mantap lantak laju ngoen,positive
aneuk muda aceh kereeen,positive
pee pocut lagee yoe malee aceh laen lagee kureng didikan bak ureng chik,neutral
nyan beutoi taht diskusi ureng dro neuh aceh merdela,neutral
sita harta pengkhianat aceh merdeka,negative
meunyo menang mualem nyan keuh tanda tanda donya katouw kiamat,neutral
agama islam but temintat aceh,neutral
ho nyang tangieng meuhalak deuh indah ngon jroh rupa,positive
bereh klip jih bang,positive
bek yo mualem lawan rusak bek karu bah awak nyan cok mantong yg bek ta ganggu kon lawan nyan,neutral
lagu lage pit angeen,negative
yg toeh aulia,neutral
puepegot bangai,negative
hai karia ekpukokah na kah haram jadah kah biadap lage bengal kah kajak pam pmakeh,negative
from lombok brmangat lagu hana lawan,positive
teuingat teubayang amp teukeunang keugata a hrefhttpdr aminah s hi mhdr aminah s hi mha,positive
astagfirullah sabar ngon,positive
le sultanah nyang cukop tajob,positive
ne rhah laju abuu,neutral
nyan baro pah aneuk aceh kreatif hana moden cok gaya india,positive
mantap bro,positive
nyo lagu,positive
kawan moldoko syeki nyan mandum peng ujong jih,negative
asslmkm wwb pakiban teumaaa peuhana le reuncana ureung geutanyoe ban sigoum atjeh utk tapeudoung nanggroe droe teuh amp tapeudoeng hukoem drouteuh tapeuwou loum lagei sultan iskandar muda,neutral
lon sajan abu mudi beh sajan awak semah jawa,negative
hai pki pue ka pugah ma kuh,negative
cut bul hana le urat malee tinggai urat deek ngen urat malaee hana malee ngen ma keh ngen yah keh,negative
katoh ek aju ken manum nyan bryoh gohlom tepileh jajin selanget pas tepilih ana eu ukeue ulikot le grob belambong kaleh kekah oh lhe nyan weuk weuk jabatan kelompok ateh uyub kasepot han deh le adak ta mengadu nyoe ta mengadu jeh hana pat,negative
jih hana iperuno sejarah aceh,neutral
nyan bg aceh na bijeh jawa gob merateb le yg pegah sesat nyo konsep soe na pegah sesat merek mantong aceh darussalam megah luwa lam get tat dimegoyang,negative
kadoeh meupakee sabee syedara lagee program musuh adu domba,neutral
mantap mandum,positive
awak mat radio sang,neutral
pajan merdeka wate pemilu ek ok wate pilkada kehpkop,negative
agam let ma,negative
praklaju,negative
haba galom kenong oon mirah menyo ka kenong oon mirah ka laa een cerita,neutral
yan nya pih aki ka uruk si blah manto gepeset ma geuh,negative
yg hana tro preut ek ok mntg,negative
kapoh mate keudeeh wahabi nyan bek bangai awak kah,negative
lanjutkan gadlon doakami drouneuh,neutral
gothat salah hai,neutral
si imram gam cantoi nya awak mat radio,negative
lage ek puko emang lagu apache,negative
jino sabe pelemah bede kadang na bede mantong bakah aci mengaku sigo na cebeh hai meran sarok sabe petakot gob,neutral
aji pedeh muka le maseng maseng bek gadoh raya haba rakyat deuk laju laju,neutral
eeeeeeek kaaaaaameeeeeeng kaaaaaah buuuuuuuullllllll,negative
